time,x_pos,y_pos,x_vel,y_vel,x_accel,y_accel,direction
8250.0,663.75,177.79,-3.7,-16.5,0.5,0.5,-167.65
8375.0,663.24,179.28,-3.53,-14.65,0.5,0.5,-166.79
8500.0,663.22,181.53,-2.77,-15.53,0.5,0.5,-170.21
8625.0,662.73,184.26,-2.61,-16.74,0.5,0.5,-171.43
8750.0,662.14,185.94,-3.5,-16.65,0.5,0.5,-168.09
8875.0,661.55,188.18,-3.51,-16.63,0.5,0.5,-168.05
9000.0,661.65,189.67,-2.85,-16.61,0.5,0.5,-171.3
9125.0,661.13,191.92,-3.65,-16.62,0.5,0.5,-168.62
9250.0,660.56,193.62,-3.79,-14.98,0.5,0.5,-166.91
9375.0,660.57,195.66,-2.87,-15.56,0.5,0.5,-170.8
9500.0,660.07,198.03,-2.72,-15.75,0.5,0.5,-171.46
9625.0,659.39,200.12,-3.66,-16.72,0.5,0.5,-167.79
9750.0,658.87,202.3,-3.64,-16.6,0.5,0.5,-167.74
9875.0,658.87,204.18,-2.74,-16.9,0.5,0.5,-170.93
10000.0,658.29,206.06,-3.65,-16.63,0.5,0.5,-167.61
10125.0,657.75,207.79,-3.71,-15.61,0.5,0.5,-166.61
10250.0,657.19,209.94,-3.52,-15.71,0.5,0.5,-167.36
10375.0,657.22,211.53,-2.74,-14.77,0.5,0.5,-169.83
10500.0,656.7,213.68,-3.56,-15.19,0.5,0.5,-167.12
10625.0,656.14,215.94,-3.52,-15.8,0.5,0.5,-167.75
10750.0,655.58,218.18,-3.56,-16.62,0.5,0.5,-168.18
10875.0,655.66,219.65,-2.78,-15.54,0.5,0.5,-171.03
11000.0,655.11,222.01,-3.61,-16.76,0.5,0.5,-168.61
11125.0,654.43,224.26,-3.87,-16.92,0.5,0.5,-167.87
11250.0,654.56,225.7,-3.19,-15.62,0.5,0.5,-170.76
11375.0,653.98,228.09,-3.22,-15.85,0.5,0.5,-170.8
11500.0,653.46,229.62,-3.92,-15.94,0.5,0.5,-167.57
11625.0,652.84,232.33,-4.04,-16.5,0.5,0.5,-167.6
11750.0,652.86,234.18,-2.98,-15.87,0.5,0.5,-171.02
11875.0,652.27,236.07,-3.72,-16.58,0.5,0.5,-167.54
12000.0,651.74,237.83,-3.64,-15.59,0.5,0.5,-167.07
12125.0,651.81,239.98,-2.92,-16.58,0.5,0.5,-170.93
12250.0,651.25,241.44,-2.82,-14.58,0.5,0.5,-170.11
12375.0,650.68,243.68,-3.7,-15.2,0.5,0.5,-167.06
12500.0,650.63,245.82,-2.82,-15.59,0.5,0.5,-170.48
12625.0,650.15,248.06,-2.75,-16.35,0.5,0.5,-171.18
12750.0,649.61,250.42,-3.51,-16.69,0.5,0.5,-168.11
12875.0,649.01,252.07,-3.58,-17.0,0.5,0.5,-168.08
13000.0,649.11,254.09,-2.82,-16.65,0.5,0.5,-171.41
13125.0,648.49,255.76,-3.74,-15.91,0.5,0.5,-167.84
13250.0,647.94,258.14,-3.85,-16.12,0.5,0.5,-167.6
13375.0,647.89,259.75,-3.07,-14.94,0.5,0.5,-169.53
13500.0,647.33,261.64,-3.0,-15.31,0.5,0.5,-170.04
13625.0,646.77,264.67,-3.73,-16.93,0.5,0.5,-167.56
13750.0,646.23,266.11,-3.61,-16.55,0.5,0.5,-167.67
13875.0,646.26,268.29,-2.78,-16.24,0.5,0.5,-170.62
14000.0,645.77,270.21,-3.48,-16.73,0.5,0.5,-168.56
14125.0,645.18,272.05,-3.53,-16.65,0.5,0.5,-168.35
14250.0,645.22,273.72,-2.69,-14.48,0.5,0.5,-170.23
14375.0,644.65,276.11,-2.74,-16.0,0.5,0.5,-170.98
14500.0,644.1,277.64,-3.57,-14.96,0.5,0.5,-166.95
14625.0,643.57,280.45,-3.62,-16.37,0.5,0.5,-167.85
14750.0,643.63,282.56,-2.78,-16.81,0.5,0.5,-171.6
14875.0,642.99,284.15,-3.76,-16.68,0.5,0.5,-167.94
15000.0,642.45,286.42,-3.7,-16.5,0.5,0.5,-168.0
15125.0,641.91,288.22,-3.7,-16.93,0.5,0.5,-168.31
15250.0,641.93,290.26,-2.88,-15.7,0.5,0.5,-170.49
15375.0,641.33,291.64,-3.74,-14.53,0.5,0.5,-165.76
15500.0,640.83,294.17,-3.5,-16.03,0.5,0.5,-167.87
15625.0,640.84,296.31,-2.66,-15.81,0.5,0.5,-170.73
15750.0,640.24,298.28,-2.75,-16.09,0.5,0.5,-170.58
15875.0,639.73,300.78,-3.54,-16.82,0.5,0.5,-168.19
16000.0,639.18,302.05,-3.45,-16.65,0.5,0.5,-168.35
16125.0,639.22,304.27,-2.72,-16.15,0.5,0.5,-170.92
16250.0,638.64,305.87,-3.64,-15.29,0.5,0.5,-167.01
16375.0,638.15,308.06,-3.45,-15.63,0.5,0.5,-167.95
16500.0,638.11,309.89,-2.71,-14.57,0.5,0.5,-169.9
16625.0,637.63,312.56,-2.6,-16.81,0.5,0.5,-171.6
16750.0,636.96,314.24,-3.62,-15.95,0.5,0.5,-167.2
16875.0,636.45,316.42,-3.49,-16.89,0.5,0.5,-168.3
17000.0,636.38,318.09,-2.83,-16.05,0.5,0.5,-170.0
17125.0,635.9,320.25,-3.52,-16.58,0.5,0.5,-167.98
17250.0,635.28,322.39,-3.75,-15.71,0.5,0.5,-166.56
17375.0,635.28,324.01,-2.67,-15.62,0.5,0.5,-170.27
17500.0,634.82,326.82,-2.61,-16.63,0.5,0.5,-171.05
17625.0,634.24,328.28,-3.43,-16.3,0.5,0.5,-168.11
17750.0,633.73,330.78,-3.47,-16.83,0.5,0.5,-168.33
17875.0,633.77,332.38,-2.55,-15.98,0.5,0.5,-171.37
18000.0,633.22,334.27,-3.42,-16.41,0.5,0.5,-168.64
18125.0,632.59,336.15,-3.68,-14.91,0.5,0.5,-166.58
18250.0,632.61,338.2,-2.78,-15.87,0.5,0.5,-170.65
18375.0,632.11,339.89,-2.76,-14.57,0.5,0.5,-169.9
18500.0,631.47,342.19,-3.72,-15.69,0.5,0.5,-166.78
18625.0,630.93,344.8,-3.71,-16.85,0.5,0.5,-167.71
18750.0,630.99,346.46,-2.81,-16.49,0.5,0.5,-171.17
18875.0,630.46,348.62,-3.64,-16.66,0.5,0.5,-168.35
19000.0,629.9,350.25,-3.74,-16.58,0.5,0.5,-167.98
19125.0,629.82,352.57,-2.83,-16.6,0.5,0.5,-171.01
19250.0,629.28,354.01,-2.84,-14.73,0.5,0.5,-169.87
19375.0,628.81,356.34,-3.49,-15.81,0.5,0.5,-167.53
19500.0,628.24,357.71,-3.56,-14.55,0.5,0.5,-166.25
19625.0,628.22,360.53,-2.69,-16.44,0.5,0.5,-170.69
19750.0,627.7,362.68,-3.39,-16.18,0.5,0.5,-168.13
19875.0,627.21,364.31,-3.31,-16.48,0.5,0.5,-168.64
20000.0,627.2,366.43,-2.58,-16.14,0.5,0.5,-170.91
20125.0,626.63,368.2,-2.56,-16.78,0.5,0.5,-171.29
20250.0,626.08,370.42,-3.42,-15.81,0.5,0.5,-167.79
20375.0,625.44,372.22,-3.6,-15.26,0.5,0.5,-166.7
20500.0,625.57,374.66,-3.03,-16.55,0.5,0.5,-170.97
20625.0,628.01,357.36,6.9,40.85,0.5,0.5,5.13
20750.0,627.32,357.39,7.1,38.06,0.5,0.5,3.66
20875.0,626.92,357.4,6.86,34.53,0.5,0.5,3.69
21000.0,626.92,357.4,5.85,31.64,0.5,0.5,5.67
21125.0,626.23,357.29,6.75,27.91,0.5,0.5,2.16
21250.0,625.88,357.42,-3.4,-0.44,0.5,0.5,-91.52
21375.0,625.88,357.42,-2.3,-0.39,0.5,0.5,-91.02
21500.0,625.21,357.32,-2.72,0.54,0.5,0.5,-87.2
21625.0,624.74,357.44,-3.48,-0.73,0.5,0.5,-90.97
21750.0,624.14,357.33,-3.33,-0.74,0.5,0.5,-90.94
21875.0,624.16,357.36,-2.81,0.58,0.5,0.5,-87.85
22000.0,623.66,357.44,-3.61,-0.72,0.5,0.5,-90.55
22125.0,623.24,356.85,-3.2,1.49,0.5,0.5,-76.78
22250.0,623.24,356.85,-2.45,1.3,0.5,0.5,-68.75
22375.0,622.46,356.94,-2.74,1.26,0.5,0.5,-77.05
22500.0,622.23,356.93,-3.07,1.21,0.5,0.5,-77.63
22625.0,621.42,356.92,-3.57,1.1,0.5,0.5,-76.88
22750.0,621.42,356.92,-2.9,-0.16,0.5,0.5,-92.11
22875.0,621.09,356.89,-3.44,-0.2,0.5,0.5,-91.08
23000.0,620.38,356.96,-3.32,-0.16,0.5,0.5,-90.51
23125.0,620.38,356.96,-2.96,-0.16,0.5,0.5,-90.7
23250.0,619.85,356.93,-2.51,-0.18,0.5,0.5,-90.2
23375.0,619.26,356.89,-3.45,0.24,0.5,0.5,-89.24
23500.0,619.26,356.89,-2.92,0.2,0.5,0.5,-89.93
23625.0,618.59,356.91,-2.86,0.12,0.5,0.5,-88.42
23750.0,618.22,356.85,-3.46,0.21,0.5,0.5,-87.24
23875.0,617.6,356.91,-3.6,0.25,0.5,0.5,-89.57
24000.0,617.6,356.91,-2.66,-0.2,0.5,0.5,-90.6
24125.0,617.24,356.85,-3.23,0.29,0.5,0.5,-88.9
24250.0,616.46,356.94,-3.41,-0.4,0.5,0.5,-90.82
24375.0,616.46,356.94,-2.81,-0.31,0.5,0.5,-92.78
24500.0,616.13,356.91,-2.35,0.27,0.5,0.5,-89.96
24625.0,615.18,356.28,-3.87,1.27,0.5,0.5,-75.47
24750.0,614.97,356.34,-3.62,1.28,0.5,0.5,-77.28
24875.0,614.97,356.34,-2.37,1.14,0.5,0.5,-68.11
25000.0,614.13,356.25,-3.72,1.29,0.5,0.5,-73.54
25125.0,613.8,356.39,-3.71,1.46,0.5,0.5,-77.37
25250.0,613.16,356.24,-3.21,0.69,0.5,0.5,-88.9
25375.0,613.16,356.24,-2.89,0.6,0.5,0.5,-86.86
25500.0,612.71,356.42,-3.61,-0.88,0.5,0.5,-92.01
25625.0,612.11,356.26,-3.22,-1.0,0.5,0.5,-90.21
25750.0,611.55,356.35,-3.61,0.91,0.5,0.5,-88.88
25875.0,611.55,356.35,-2.58,-0.68,0.5,0.5,-93.57
26000.0,610.99,356.31,-3.48,-0.74,0.5,0.5,-91.67
26125.0,610.27,356.3,-3.91,0.47,0.5,0.5,-87.12
26250.0,610.27,356.3,-2.94,-0.21,0.5,0.5,-91.28
26375.0,609.92,356.27,-2.59,0.11,0.5,0.5,-87.39
26500.0,609.18,356.28,-3.79,0.13,0.5,0.5,-88.48
26625.0,609.18,356.28,-2.89,0.07,0.5,0.5,-89.21
26750.0,608.97,356.34,-2.06,-0.15,0.5,0.5,-91.92
26875.0,608.2,356.26,-3.3,0.29,0.5,0.5,-88.79
27000.0,608.02,355.84,-3.05,0.92,0.5,0.5,-77.2
27125.0,608.02,355.84,-1.85,0.9,0.5,0.5,-69.01
27250.0,607.15,355.82,-3.23,0.93,0.5,0.5,-77.08
27375.0,606.62,355.85,-3.77,0.88,0.5,0.5,-78.17
27500.0,606.62,355.85,-2.53,0.74,0.5,0.5,-75.6
27625.0,606.15,355.82,-2.98,0.12,0.5,0.5,-89.41
27750.0,605.56,355.85,-3.92,-0.17,0.5,0.5,-90.2
27875.0,605.09,355.84,-3.29,-0.15,0.5,0.5,-90.53
28000.0,605.09,355.82,-2.43,0.13,0.5,0.5,-88.84
28125.0,604.48,355.83,-3.41,0.15,0.5,0.5,-89.43
28250.0,604.06,355.8,-3.35,0.14,0.5,0.5,-89.61
28375.0,604.06,355.8,-2.4,0.09,0.5,0.5,-88.39
28500.0,603.34,355.85,-2.81,-0.15,0.5,0.5,-90.26
28625.0,603.07,355.83,-3.24,-0.14,0.5,0.5,-90.37
28750.0,602.24,355.82,-3.58,0.14,0.5,0.5,-89.83
28875.0,602.24,355.82,-2.9,-0.1,0.5,0.5,-90.56
29000.0,601.89,355.84,-3.46,-0.13,0.5,0.5,-90.92
29125.0,601.15,355.82,-3.49,0.09,0.5,0.5,-89.28
29250.0,601.15,355.82,-3.06,0.07,0.5,0.5,-89.59
29375.0,600.81,355.21,-2.28,1.03,0.5,0.5,-66.83
29500.0,600.25,355.19,-3.18,1.07,0.5,0.5,-72.24
29625.0,599.66,355.21,-3.56,1.09,0.5,0.5,-74.29
29750.0,599.66,355.21,-2.38,1.05,0.5,0.5,-67.91
29875.0,599.17,355.21,-3.16,1.05,0.5,0.5,-72.95
30000.0,598.32,355.21,-3.99,-0.09,0.5,0.5,-90.06
30125.0,598.11,355.21,-3.42,-0.05,0.5,0.5,-90.66


0.0,630.0,354.37,0.0,0.0,0.0,0.0,0.0
250.0,565.04,18.76,0.0,0.0,0.0,0.0,0.0
375.0,569.99,18.8,0.0,0.0,0.0,0.0,0.0
500.0,574.4,18.74,0.0,0.0,0.0,0.0,0.0
625.0,579.36,18.73,0.0,0.0,0.0,0.0,0.0
750.0,585.36,18.73,-113.71,447.63,0.5,0.5,-7.57
875.0,590.27,18.72,40.38,0.19,0.5,0.5,89.9
1000.0,594.58,18.86,39.34,-0.34,0.5,0.5,90.12
1125.0,599.58,18.83,40.28,-0.28,0.5,0.5,90.19
1250.0,603.77,18.86,39.04,-0.3,0.5,0.5,90.3
1375.0,608.68,18.84,37.31,-0.34,0.5,0.5,90.26
1500.0,613.06,18.75,36.46,-0.48,0.5,0.5,90.05
1625.0,619.59,18.88,40.0,-0.47,0.5,0.5,90.05
1750.0,624.05,18.76,39.15,0.62,0.5,0.5,89.83
1875.0,627.53,18.77,38.02,0.59,0.5,0.5,89.78
2000.0,633.58,18.81,39.84,0.61,0.5,0.5,89.93
2125.0,638.4,18.74,40.53,0.57,0.5,0.5,89.99
2250.0,642.59,18.88,36.79,0.58,0.5,0.5,90.0
2375.0,648.08,27.87,38.45,-14.77,0.5,0.5,110.75
2500.0,651.97,21.63,39.1,-24.73,0.5,0.5,96.67
2625.0,658.65,21.58,40.1,-24.76,0.5,0.5,96.3
2750.0,662.93,21.59,39.25,-24.68,0.5,0.5,96.62
2875.0,667.86,21.55,40.43,-24.54,0.5,0.5,96.03
3000.0,672.41,21.57,38.91,10.18,0.5,0.5,75.47
3125.0,677.26,21.62,40.45,0.28,0.5,0.5,89.96
3250.0,681.51,21.91,36.57,-0.67,0.5,0.5,90.83
3375.0,676.54,39.16,37.65,-28.24,0.5,0.5,142.24
3500.0,665.9,42.53,-46.79,-33.57,0.5,0.5,-174.67
3625.0,665.99,47.88,-39.66,-42.1,0.5,0.5,-166.29
3750.0,665.99,52.88,-31.89,-50.02,0.5,0.5,-160.17
3875.0,665.99,57.88,-25.1,-57.55,0.5,0.5,-156.66
4000.0,666.38,62.63,-17.78,-37.54,0.5,0.5,-156.58
4125.0,666.37,67.63,0.77,-40.15,0.5,0.5,178.93
4250.0,666.36,72.62,0.64,-39.57,0.5,0.5,179.13
4375.0,666.43,77.44,0.75,-39.29,0.5,0.5,178.96
4500.0,666.42,84.09,0.78,-41.92,0.5,0.5,179.06
4625.0,666.41,88.82,0.17,-41.89,0.5,0.5,179.92
4750.0,666.48,94.43,0.26,-42.87,0.5,0.5,179.76
4875.0,666.51,99.35,0.29,-42.77,0.5,0.5,179.69
5000.0,666.5,104.31,0.19,-42.98,0.5,0.5,179.85
5125.0,666.49,109.17,0.17,-40.12,0.5,0.5,179.82
5250.0,666.43,114.13,0.26,-40.49,0.5,0.5,179.95
5375.0,666.4,118.84,-0.21,-39.04,0.5,0.5,-179.8
5500.0,666.4,118.84,-0.17,-31.17,0.5,0.5,-179.68
5625.0,666.4,118.84,-0.16,-23.24,0.5,0.5,-179.59
5750.0,666.4,118.84,-0.15,-15.47,0.5,0.5,-179.42
5875.0,658.4,152.26,-12.85,-61.0,0.5,0.5,-168.09
6000.0,659.48,157.21,-14.52,-61.4,0.5,0.5,-169.77
6125.0,660.21,162.49,-15.7,-69.84,0.5,0.5,-171.93
6250.0,661.23,168.1,-17.33,-78.81,0.5,0.5,-174.01
6375.0,661.62,173.31,-17.95,-87.14,0.5,0.5,-174.98
6500.0,663.38,180.37,7.97,-44.98,0.5,0.5,169.94
6625.0,664.07,185.82,7.34,-45.76,0.5,0.5,170.87
6750.0,665.12,191.28,7.84,-46.05,0.5,0.5,170.33
6875.0,665.53,196.31,6.88,-45.13,0.5,0.5,171.32
7000.0,666.52,201.78,7.84,-45.56,0.5,0.5,170.23
7125.0,667.25,207.31,6.18,-43.09,0.5,0.5,171.83
7250.0,668.39,212.75,6.91,-43.08,0.5,0.5,170.88
7375.0,669.37,218.25,6.8,-43.15,0.5,0.5,171.03
7500.0,670.15,223.57,7.39,-43.61,0.5,0.5,170.37
7625.0,671.17,228.47,7.44,-42.7,0.5,0.5,170.11
7750.0,672.16,236.2,7.86,-46.22,0.5,0.5,170.34
7875.0,672.7,240.98,6.9,-45.17,0.5,0.5,171.31
8000.0,673.64,246.52,6.83,-45.22,0.5,0.5,171.41
8125.0,674.96,252.0,7.68,-45.48,0.5,0.5,170.41
8250.0,675.44,257.55,6.82,-46.52,0.5,0.5,171.64
8375.0,676.46,262.8,6.87,-42.55,0.5,0.5,170.81
8500.0,677.27,268.0,7.31,-43.22,0.5,0.5,170.39
8625.0,678.27,275.51,7.41,-46.37,0.5,0.5,170.91
8750.0,679.32,280.25,6.97,-45.2,0.5,0.5,171.22
8875.0,680.4,286.06,7.93,-45.62,0.5,0.5,170.13
9000.0,680.94,291.32,7.17,-45.64,0.5,0.5,171.06
9125.0,682.17,296.66,7.83,-45.86,0.5,0.5,170.3
9250.0,682.53,302.31,6.81,-42.88,0.5,0.5,170.97
9375.0,683.74,307.31,7.08,-43.29,0.5,0.5,170.7
9500.0,680.8,314.92,10.06,-46.17,0.5,0.5,179.2
9625.0,679.79,319.89,-10.81,-45.7,0.5,0.5,-177.68
9750.0,679.37,325.21,-9.51,-45.67,0.5,0.5,-174.39
9875.0,678.05,330.7,-11.04,-45.41,0.5,0.5,-171.03
10000.0,676.98,336.03,-10.82,-45.94,0.5,0.5,-166.74
10125.0,676.58,341.24,-6.75,-42.11,0.5,0.5,-170.88
10250.0,675.51,346.02,-6.84,-41.81,0.5,0.5,-170.7
10375.0,674.84,351.92,-7.24,-42.73,0.5,0.5,-170.38
10500.0,673.68,356.98,-6.99,-42.05,0.5,0.5,-170.56
10625.0,672.68,363.98,-6.87,-44.72,0.5,0.5,-171.26
10750.0,671.66,369.79,-7.85,-45.67,0.5,0.5,-170.23
10875.0,670.53,374.99,-7.95,-46.33,0.5,0.5,-170.25
11000.0,671.89,378.63,-9.06,-42.74,0.5,0.5,-173.68
11125.0,671.89,378.63,-7.2,-34.63,0.5,0.5,-175.25
11250.0,657.03,357.75,-29.38,56.84,0.5,0.5,-68.29
11375.0,646.46,356.47,-44.65,49.6,0.5,0.5,-62.13
11500.0,636.78,356.01,-58.34,42.02,0.5,0.5,-60.66
11625.0,623.47,354.94,-77.46,37.9,0.5,0.5,-63.92
11750.0,613.16,353.76,-93.95,39.78,0.5,0.5,-67.04
11875.0,603.31,353.12,-85.95,7.4,0.5,0.5,-85.07
12000.0,593.43,352.73,-84.84,5.98,0.5,0.5,-85.96
12125.0,583.93,351.73,-84.54,6.85,0.5,0.5,-85.36
12250.0,573.43,351.05,-80.05,6.23,0.5,0.5,-85.54
12375.0,563.38,350.02,-79.64,5.99,0.5,0.5,-85.69
12500.0,553.76,349.39,-79.27,5.97,0.5,0.5,-85.69
12625.0,540.06,348.26,-85.39,7.13,0.5,0.5,-85.22
12750.0,530.11,347.75,-86.12,6.36,0.5,0.5,-85.77
12875.0,520.13,346.67,-85.28,7.0,0.5,0.5,-85.3
13000.0,509.79,346.08,-85.74,6.29,0.5,0.5,-85.79
13125.0,500.17,344.98,-85.73,7.05,0.5,0.5,-85.29
13250.0,490.24,344.47,-79.7,6.07,0.5,0.5,-85.64
13375.0,479.97,343.38,-80.21,6.98,0.5,0.5,-85.02
13500.0,470.04,342.83,-80.14,6.14,0.5,0.5,-85.61
13625.0,456.99,341.8,-84.48,6.86,0.5,0.5,-85.35
13750.0,446.36,341.13,-86.09,6.15,0.5,0.5,-85.91
13875.0,436.76,340.1,-85.56,6.98,0.5,0.5,-85.33
14000.0,436.76,340.1,-69.13,5.24,0.5,0.5,-85.66
14125.0,436.76,340.1,-53.24,4.36,0.5,0.5,-85.31
14250.0,434.18,328.98,-36.49,20.5,0.5,0.5,-60.66
14375.0,436.88,328.52,-23.81,20.17,0.5,0.5,-36.93
14500.0,439.07,327.83,11.96,19.63,0.5,0.5,10.65
14625.0,442.44,327.36,17.35,20.38,0.5,0.5,24.01
14750.0,444.63,326.81,20.85,21.27,0.5,0.5,30.59
14875.0,446.92,326.34,20.39,4.21,0.5,0.5,78.32
15000.0,449.6,325.69,20.35,4.52,0.5,0.5,77.45
15125.0,451.97,325.17,20.62,4.25,0.5,0.5,78.34
15250.0,454.11,324.62,18.66,4.39,0.5,0.5,76.75
15375.0,456.59,323.99,19.13,4.5,0.5,0.5,76.76
15500.0,459.15,323.58,19.56,4.41,0.5,0.5,77.27
15625.0,462.58,322.97,20.76,4.34,0.5,0.5,78.18
15750.0,464.81,322.49,20.54,4.28,0.5,0.5,78.22
15875.0,466.66,321.96,20.08,4.25,0.5,0.5,78.04
16000.0,469.73,321.43,21.02,4.1,0.5,0.5,78.95
16125.0,471.85,320.76,20.31,4.51,0.5,0.5,77.45
16250.0,474.61,320.26,19.24,4.33,0.5,0.5,77.3
16375.0,476.99,319.61,19.5,4.61,0.5,0.5,76.68
16500.0,478.9,319.16,19.59,4.47,0.5,0.5,77.14
16625.0,482.11,318.62,19.8,4.49,0.5,0.5,77.2
16750.0,484.82,318.09,20.75,4.26,0.5,0.5,78.38
16875.0,487.14,317.5,20.04,4.41,0.5,0.5,77.57
17000.0,489.36,316.97,19.79,4.21,0.5,0.5,77.97
17125.0,492.07,316.46,21.07,4.32,0.5,0.5,78.4
17250.0,494.29,315.9,19.49,4.34,0.5,0.5,77.42
17375.0,496.26,315.39,18.3,4.31,0.5,0.5,76.73
17500.0,499.66,314.82,20.03,4.28,0.5,0.5,77.92
17625.0,502.49,314.14,21.0,4.52,0.5,0.5,77.84
17750.0,504.82,313.69,20.39,4.43,0.5,0.5,77.73
17875.0,506.84,313.13,20.07,4.43,0.5,0.5,77.53
18000.0,509.77,312.6,21.62,4.46,0.5,0.5,78.33
18125.0,511.58,312.06,19.06,4.42,0.5,0.5,76.94
18250.0,514.55,311.46,19.29,4.28,0.5,0.5,77.47
18375.0,516.6,310.94,18.85,4.4,0.5,0.5,76.86
18500.0,518.89,310.47,19.28,4.24,0.5,0.5,77.57
18625.0,521.96,309.92,19.5,4.29,0.5,0.5,77.59
18750.0,524.82,309.35,21.18,4.33,0.5,0.5,78.42
18875.0,526.86,308.76,19.68,4.32,0.5,0.5,77.6
19000.0,528.92,308.34,19.71,4.15,0.5,0.5,78.09
19125.0,532.04,307.63,21.04,4.53,0.5,0.5,77.83
19250.0,533.97,307.17,19.21,4.4,0.5,0.5,77.07
19375.0,537.0,306.61,19.49,4.38,0.5,0.5,77.32
19500.0,538.97,306.17,19.37,4.14,0.5,0.5,77.91
19625.0,542.12,305.57,21.11,4.44,0.5,0.5,78.12
19750.0,544.58,304.97,20.05,4.25,0.5,0.5,78.01
19875.0,547.17,304.51,21.13,4.25,0.5,0.5,78.62
20000.0,549.58,303.83,20.12,4.43,0.5,0.5,77.56
20125.0,551.78,303.39,20.5,4.44,0.5,0.5,77.76
20250.0,554.47,302.8,19.75,4.43,0.5,0.5,77.35
20375.0,556.63,302.28,19.27,4.31,0.5,0.5,77.38
20500.0,560.03,301.61,20.57,4.63,0.5,0.5,77.31
20625.0,561.95,301.2,19.78,4.21,0.5,0.5,77.98
20750.0,564.91,300.6,21.0,4.45,0.5,0.5,78.03
20875.0,566.84,300.09,19.79,4.33,0.5,0.5,77.65
21000.0,569.18,299.51,20.08,4.41,0.5,0.5,77.59
21125.0,571.64,299.01,18.56,4.16,0.5,0.5,77.35
21250.0,574.07,298.46,19.4,4.37,0.5,0.5,77.27
21375.0,576.66,297.88,18.8,4.35,0.5,0.5,76.94
21500.0,578.9,297.34,19.29,4.39,0.5,0.5,77.15
21625.0,581.96,296.36,20.45,5.05,0.5,0.5,76.12
21750.0,584.41,296.23,20.43,4.44,0.5,0.5,77.72
21875.0,587.09,295.65,20.82,4.49,0.5,0.5,77.82
22000.0,589.33,295.1,20.26,4.45,0.5,0.5,77.59
22125.0,591.77,294.6,20.59,4.37,0.5,0.5,78.0
22250.0,594.33,294.04,19.78,3.7,0.5,0.5,79.38
22375.0,596.55,293.46,19.42,4.43,0.5,0.5,77.15
22500.0,599.33,292.95,19.58,4.32,0.5,0.5,77.56
22625.0,601.84,291.81,20.01,5.25,0.5,0.5,75.27
22750.0,604.78,291.39,20.81,5.14,0.5,0.5,76.11
22875.0,606.81,290.77,19.97,5.23,0.5,0.5,75.32
23000.0,609.63,290.28,20.92,5.1,0.5,0.5,76.29
23125.0,611.77,290.19,19.9,4.42,0.5,0.5,77.46
23250.0,613.99,289.67,19.44,3.42,0.5,0.5,80.0
23375.0,616.72,289.1,19.1,3.65,0.5,0.5,79.16
23500.0,618.99,288.58,19.48,3.49,0.5,0.5,79.81
23625.0,622.12,287.54,19.98,4.37,0.5,0.5,77.66
23750.0,624.49,286.96,20.34,5.16,0.5,0.5,75.74
23875.0,627.07,286.46,20.93,5.12,0.5,0.5,76.24
24000.0,629.32,285.83,20.15,5.22,0.5,0.5,75.45
24125.0,631.9,285.34,20.64,5.18,0.5,0.5,75.89
24250.0,634.21,284.78,19.33,4.42,0.5,0.5,77.1
24375.0,636.44,284.22,19.11,4.38,0.5,0.5,77.09
24500.0,638.91,284.3,18.94,3.71,0.5,0.5,79.64
24625.0,642.5,283.09,21.08,4.65,0.5,0.5,78.21
24750.0,644.77,282.6,20.59,4.62,0.5,0.5,78.0
24875.0,646.64,282.01,19.89,4.67,0.5,0.5,77.46
25000.0,649.64,281.54,21.12,4.53,0.5,0.5,78.53
25125.0,651.55,280.97,20.21,5.32,0.5,0.5,75.23
25250.0,654.0,280.46,18.41,4.2,0.5,0.5,77.12
25375.0,656.62,279.84,18.96,4.42,0.5,0.5,76.85
25500.0,659.86,279.33,21.14,4.28,0.5,0.5,78.53
25625.0,661.97,278.79,19.73,4.4,0.5,0.5,77.42
25750.0,663.96,278.36,19.86,4.18,0.5,0.5,78.11
25875.0,667.03,277.65,20.83,4.49,0.5,0.5,77.83
26000.0,668.97,277.17,19.74,4.27,0.5,0.5,77.79
26125.0,672.02,276.59,19.46,4.38,0.5,0.5,77.31
26250.0,674.02,276.13,19.27,4.25,0.5,0.5,77.53
26375.0,676.12,275.57,19.45,4.46,0.5,0.5,77.07
26500.0,678.9,275.01,18.99,4.21,0.5,0.5,77.49
26625.0,681.19,274.45,19.55,4.34,0.5,0.5,77.46
26750.0,666.32,275.16,-38.45,4.56,0.5,0.5,-75.93
26875.0,666.33,274.6,-35.27,4.73,0.5,0.5,-78.74
27000.0,666.33,274.2,-31.91,4.46,0.5,0.5,-82.07
27125.0,666.34,273.54,-27.48,4.64,0.5,0.5,-83.3
27250.0,666.27,273.16,-23.92,4.34,0.5,0.5,-85.05
27375.0,666.32,272.46,0.22,4.32,0.5,0.5,0.09
27500.0,666.27,272.16,-0.29,3.9,0.5,0.5,-1.37
27625.0,666.28,271.43,-0.3,4.43,0.5,0.5,-1.01
27750.0,666.3,271.11,-0.32,3.89,0.5,0.5,-0.88
27875.0,666.31,270.35,0.23,4.49,0.5,0.5,0.76
28000.0,666.3,270.11,-0.15,3.76,0.5,0.5,-0.58
28125.0,666.79,269.29,0.86,4.58,0.5,0.5,10.35
28250.0,666.87,268.9,0.97,4.04,0.5,0.5,13.23
28375.0,666.81,268.29,1.04,4.5,0.5,0.5,10.32
