time,x_pos,y_pos,x_vel,y_vel,x_accel,y_accel,direction
18500.0,225.67,253.17,-18.44,2.6,0.5,0.5,-82.61
18625.0,223.02,252.53,-19.43,3.58,0.5,0.5,-80.15
18750.0,220.78,252.63,-19.28,3.2,0.5,0.5,-82.15
18875.0,218.53,252.09,-18.68,2.95,0.5,0.5,-82.67
19000.0,216.42,251.53,-18.25,3.74,0.5,0.5,-79.42
19125.0,214.34,251.54,-18.11,2.99,0.5,0.5,-81.81
19250.0,212.12,250.87,-17.43,3.03,0.5,0.5,-81.36
19375.0,211.67,260.89,-14.58,-18.9,0.5,0.5,-132.18
19500.0,210.91,261.41,-12.19,-18.86,0.5,0.5,-140.73
19625.0,209.98,261.84,-10.3,-18.65,0.5,0.5,-148.01
19750.0,208.98,261.84,-8.58,-18.62,0.5,0.5,-152.47
19875.0,208.03,262.55,-6.55,-18.68,0.5,0.5,-160.66
20000.0,207.02,262.48,-7.42,-2.75,0.5,0.5,-108.93
20125.0,206.44,263.13,-7.15,-2.96,0.5,0.5,-111.02
20250.0,205.62,263.54,-6.96,-2.92,0.5,0.5,-111.31
20375.0,204.97,263.47,-6.4,-3.03,0.5,0.5,-112.13
20500.0,203.57,264.38,-7.12,-3.35,0.5,0.5,-112.28
20625.0,203.01,264.62,-6.42,-3.63,0.5,0.5,-118.01
20750.0,202.05,265.33,-7.02,-3.73,0.5,0.5,-116.62
20875.0,200.96,265.3,-7.46,-3.14,0.5,0.5,-110.61
21000.0,199.98,265.86,-7.98,-3.93,0.5,0.5,-115.57
21125.0,199.23,266.41,-6.95,-3.38,0.5,0.5,-115.12
21250.0,198.12,266.43,-7.81,-3.01,0.5,0.5,-110.3
21375.0,197.96,266.82,-6.53,-2.49,0.5,0.5,-110.0
21500.0,196.84,267.3,-6.58,-3.2,0.5,0.5,-115.95
21625.0,195.56,267.47,-7.07,-2.58,0.5,0.5,-110.04
21750.0,195.17,267.93,-6.49,-2.41,0.5,0.5,-110.41
21875.0,193.98,268.51,-6.63,-3.32,0.5,0.5,-116.61
22000.0,193.26,268.45,-7.53,-2.79,0.5,0.5,-109.11
22125.0,192.25,268.94,-7.35,-2.8,0.5,0.5,-109.61
22250.0,191.84,269.5,-5.94,-3.43,0.5,0.5,-118.66
22375.0,190.84,269.48,-6.92,-2.75,0.5,0.5,-109.73
22500.0,189.94,270.27,-6.45,-3.08,0.5,0.5,-113.58
22625.0,188.98,270.57,-6.84,-3.47,0.5,0.5,-116.38
22750.0,187.94,270.55,-6.88,-2.74,0.5,0.5,-110.5
22875.0,186.84,271.3,-8.0,-3.03,0.5,0.5,-109.74
23000.0,186.24,271.72,-7.35,-3.66,0.5,0.5,-115.99
23125.0,185.19,271.68,-7.58,-2.45,0.5,0.5,-106.57
23250.0,184.57,272.38,-7.04,-3.08,0.5,0.5,-112.25
23375.0,183.9,272.79,-6.47,-3.71,0.5,0.5,-119.04
23500.0,182.96,272.92,-6.2,-2.7,0.5,0.5,-112.65
23625.0,181.91,273.41,-6.93,-2.82,0.5,0.5,-111.34
23750.0,180.96,273.82,-6.77,-3.41,0.5,0.5,-116.75
23875.0,180.03,274.55,-7.27,-3.47,0.5,0.5,-115.56
24000.0,179.03,274.55,-7.79,-2.81,0.5,0.5,-109.83
24125.0,178.49,275.12,-7.16,-3.52,0.5,0.5,-116.18
24250.0,177.45,275.16,-7.13,-2.79,0.5,0.5,-111.36
24375.0,176.98,275.51,-6.37,-2.7,0.5,0.5,-112.98
24500.0,175.96,276.3,-6.51,-2.79,0.5,0.5,-113.2
24625.0,174.91,276.56,-6.58,-3.2,0.5,0.5,-115.99
24750.0,173.91,276.56,-7.31,-2.29,0.5,0.5,-107.44
24875.0,172.98,277.3,-7.15,-3.42,0.5,0.5,-115.57
25000.0,172.02,277.84,-7.92,-3.72,0.5,0.5,-115.19
25125.0,171.9,277.79,-6.49,-2.53,0.5,0.5,-110.25
25250.0,170.22,278.45,-7.5,-3.16,0.5,0.5,-111.94
25375.0,169.96,278.82,-6.32,-3.75,0.5,0.5,-119.76
25500.0,168.94,278.79,-6.45,-2.61,0.5,0.5,-110.37
25625.0,167.84,279.3,-6.69,-2.55,0.5,0.5,-109.26
25750.0,167.19,279.96,-7.52,-3.53,0.5,0.5,-114.7
25875.0,166.17,279.93,-6.48,-2.54,0.5,0.5,-110.02
26000.0,165.56,280.47,-7.03,-2.82,0.5,0.5,-110.6
26125.0,164.27,281.11,-7.47,-3.8,0.5,0.5,-116.35
26250.0,164.01,280.87,-6.12,-3.37,0.5,0.5,-112.35
26375.0,162.86,281.5,-6.93,-3.32,0.5,0.5,-109.6
26500.0,161.43,282.35,-7.56,-4.63,0.5,0.5,-117.16
26625.0,160.94,282.27,-7.39,-3.89,0.5,0.5,-111.26
26750.0,159.96,282.61,-6.89,-3.41,0.5,0.5,-109.16
26875.0,158.96,283.3,-8.09,-4.14,0.5,0.5,-115.59
27000.0,158.19,283.4,-7.47,-3.3,0.5,0.5,-112.1
27125.0,157.21,283.75,-6.75,-2.5,0.5,0.5,-108.33
27250.0,156.84,284.3,-6.55,-3.24,0.5,0.5,-116.34
27375.0,155.62,284.38,-6.95,-2.84,0.5,0.5,-112.22
27500.0,155.19,284.88,-6.02,-2.53,0.5,0.5,-112.86
27625.0,154.03,285.45,-6.65,-3.28,0.5,0.5,-116.27
27750.0,153.38,285.48,-6.13,-2.76,0.5,0.5,-114.21
27875.0,152.32,285.97,-7.23,-2.67,0.5,0.5,-110.27
28000.0,151.03,286.55,-7.34,-3.46,0.5,0.5,-115.27
28125.0,150.03,286.55,-8.26,-2.66,0.5,0.5,-107.89
28250.0,149.45,287.16,-7.33,-2.73,0.5,0.5,-110.41
28375.0,148.62,287.56,-7.61,-3.33,0.5,0.5,-113.67
28500.0,147.26,288.3,-8.1,-3.73,0.5,0.5,-114.76
28625.0,146.96,288.3,-6.51,-2.82,0.5,0.5,-113.2
28750.0,145.91,288.56,-6.58,-3.23,0.5,0.5,-115.99
28875.0,145.07,289.38,-6.99,-3.58,0.5,0.5,-116.91
29000.0,144.05,289.33,-7.31,-3.0,0.5,0.5,-111.14
29125.0,143.97,289.75,-5.25,-2.48,0.5,0.5,-113.71
29250.0,142.38,290.48,-7.32,-3.63,0.5,0.5,-115.47
29375.0,141.93,290.37,-6.36,-3.39,0.5,0.5,-114.5
29500.0,140.96,290.82,-6.58,-2.79,0.5,0.5,-109.28
29625.0,139.88,291.34,-6.66,-3.55,0.5,0.5,-115.74
29750.0,139.07,291.48,-7.84,-3.1,0.5,0.5,-109.43
29875.0,138.17,292.0,-6.73,-2.77,0.5,0.5,-109.88
30000.0,137.03,292.55,-7.85,-3.48,0.5,0.5,-113.95
30125.0,135.27,293.11,-9.09,-3.66,0.5,0.5,-111.94


0.0,490.0,275.62,0.0,0.0,0.0,0.0,0.0
250.0,496.13,76.91,0.0,0.0,0.0,0.0,0.0
375.0,499.84,77.94,0.0,0.0,0.0,0.0,0.0
500.0,503.94,78.39,0.0,0.0,0.0,0.0,0.0
625.0,507.88,79.07,0.0,0.0,0.0,0.0,0.0
750.0,513.37,80.18,31.16,269.31,0.5,0.5,6.82
875.0,517.75,80.71,34.58,-6.08,0.5,0.5,99.97
1000.0,521.72,81.74,35.01,-6.07,0.5,0.5,99.84
1125.0,525.85,82.33,35.06,-6.29,0.5,0.5,100.18
1250.0,530.09,82.96,35.53,-6.22,0.5,0.5,99.93
1375.0,533.69,83.98,32.51,-6.09,0.5,0.5,100.61
1500.0,537.89,84.38,32.22,-5.88,0.5,0.5,100.34
1625.0,543.36,85.51,34.62,-6.04,0.5,0.5,99.9
1750.0,547.26,86.31,34.24,-6.36,0.5,0.5,100.52
1875.0,549.87,86.48,31.66,-5.63,0.5,0.5,100.09
2000.0,555.43,87.75,34.77,-6.03,0.5,0.5,99.83
2125.0,558.98,88.31,33.74,-6.27,0.5,0.5,100.53
2250.0,563.74,88.91,32.6,-5.43,0.5,0.5,99.45
2375.0,567.53,89.99,32.43,-5.88,0.5,0.5,100.28
2500.0,571.85,90.43,35.15,-6.31,0.5,0.5,100.18
2625.0,577.28,91.49,34.96,-5.98,0.5,0.5,99.7
2750.0,580.93,92.25,35.12,-6.3,0.5,0.5,100.18
2875.0,585.48,92.68,34.78,-6.03,0.5,0.5,99.84
3000.0,589.34,93.77,34.9,-6.05,0.5,0.5,99.84
3125.0,592.93,94.32,33.73,-6.22,0.5,0.5,100.46
3250.0,597.64,94.94,32.58,-5.52,0.5,0.5,99.61
3375.0,601.49,96.07,32.89,-6.11,0.5,0.5,100.53
3500.0,605.69,96.55,32.32,-6.18,0.5,0.5,100.83
3625.0,618.72,99.66,47.0,-9.41,0.5,0.5,101.32
3750.0,619.99,100.61,43.28,-10.06,0.5,0.5,103.08
3875.0,620.89,101.23,37.18,-10.05,0.5,0.5,105.13
4000.0,622.47,102.57,33.56,-10.39,0.5,0.5,107.2
4125.0,623.82,103.28,29.0,-10.76,0.5,0.5,110.35
4250.0,623.82,103.28,8.15,-5.79,0.5,0.5,125.38
4375.0,629.2,90.97,14.74,23.95,0.5,0.5,43.69
4500.0,629.76,89.98,14.2,24.55,0.5,0.5,38.26
4625.0,630.49,89.18,12.82,23.68,0.5,0.5,30.91
4750.0,630.5,88.12,10.69,24.24,0.5,0.5,23.8
4875.0,630.88,87.8,11.3,24.76,0.5,0.5,24.53
5000.0,631.64,86.56,3.9,7.04,0.5,0.5,28.97
5125.0,631.5,86.14,3.21,6.14,0.5,0.5,24.39
5250.0,632.09,84.94,2.99,6.78,0.5,0.5,20.73
5375.0,632.62,84.53,3.82,5.75,0.5,0.5,30.54
5500.0,632.64,83.4,3.24,7.03,0.5,0.5,21.77
5625.0,633.15,82.06,2.84,7.2,0.5,0.5,18.52
5750.0,633.61,81.97,3.36,6.65,0.5,0.5,26.84
5875.0,634.2,80.49,3.37,7.12,0.5,0.5,25.33
6000.0,634.15,80.02,2.59,7.21,0.5,0.5,18.7
6125.0,634.71,79.03,3.46,6.99,0.5,0.5,25.35
6250.0,635.38,78.43,3.72,5.8,0.5,0.5,31.63
6375.0,635.38,77.19,2.98,7.65,0.5,0.5,20.33
6500.0,635.78,76.28,2.68,6.74,0.5,0.5,20.56
6625.0,636.6,75.62,3.91,7.04,0.5,0.5,29.07
6750.0,636.86,74.76,3.42,6.82,0.5,0.5,26.64
6875.0,636.95,74.02,2.51,7.06,0.5,0.5,19.59
7000.0,637.53,73.04,3.43,6.64,0.5,0.5,27.35
7125.0,638.04,72.4,3.61,6.2,0.5,0.5,30.19
7250.0,638.67,71.37,3.31,6.79,0.5,0.5,26.01
7375.0,638.59,70.99,3.03,6.03,0.5,0.5,24.64
7500.0,639.14,69.73,3.77,6.85,0.5,0.5,27.06
7625.0,639.72,69.31,3.77,5.97,0.5,0.5,30.37
7750.0,639.69,68.11,3.0,6.85,0.5,0.5,21.07
7875.0,640.15,67.02,2.73,6.96,0.5,0.5,18.78
8000.0,640.7,66.59,3.47,7.02,0.5,0.5,25.71
8125.0,641.38,65.19,3.67,7.26,0.5,0.5,26.23
8250.0,641.31,64.78,2.87,7.24,0.5,0.5,19.39
8375.0,641.78,63.86,3.57,6.81,0.5,0.5,26.18
8500.0,642.4,63.26,3.81,6.01,0.5,0.5,30.84
8625.0,642.95,62.02,3.83,7.32,0.5,0.5,26.21
8750.0,642.9,61.48,2.82,5.94,0.5,0.5,22.25
8875.0,643.62,60.53,3.86,6.8,0.5,0.5,28.55
9000.0,644.08,59.87,3.84,6.38,0.5,0.5,29.89
9125.0,644.07,58.77,2.86,7.18,0.5,0.5,20.43
9250.0,644.68,58.33,2.95,5.89,0.5,0.5,25.13
9375.0,645.15,57.02,3.62,7.13,0.5,0.5,26.77
9500.0,645.69,56.11,3.32,7.06,0.5,0.5,25.04
9625.0,645.72,55.54,2.65,6.92,0.5,0.5,20.79
9750.0,646.25,54.34,3.49,7.08,0.5,0.5,26.22
9875.0,646.69,54.0,3.21,6.92,0.5,0.5,24.91
10000.0,646.66,53.01,2.51,6.41,0.5,0.5,20.6
10125.0,647.38,52.09,2.82,6.43,0.5,0.5,22.87
10250.0,647.8,51.24,3.42,6.88,0.5,0.5,25.76
10375.0,647.73,50.79,2.68,5.67,0.5,0.5,22.56
10500.0,648.61,49.53,3.39,7.16,0.5,0.5,23.2
10625.0,648.9,48.48,3.8,7.24,0.5,0.5,26.33
10750.0,649.55,48.01,3.69,6.52,0.5,0.5,28.0
10875.0,649.54,46.97,3.05,6.82,0.5,0.5,22.23
11000.0,650.08,46.11,3.81,7.48,0.5,0.5,26.73
11125.0,650.64,45.18,3.28,6.96,0.5,0.5,24.96
11250.0,651.1,44.69,3.56,6.05,0.5,0.5,30.2
11375.0,651.08,43.64,2.56,6.99,0.5,0.5,19.24
11500.0,651.65,43.07,3.44,6.24,0.5,0.5,28.34
11625.0,652.22,41.92,3.5,6.7,0.5,0.5,27.04
11750.0,652.66,41.01,3.31,6.67,0.5,0.5,25.87
11875.0,652.76,40.31,2.72,7.01,0.5,0.5,20.64
12000.0,653.31,39.19,3.57,7.13,0.5,0.5,26.62
12125.0,653.8,38.72,3.44,6.95,0.5,0.5,26.33
12250.0,653.73,37.79,2.63,6.6,0.5,0.5,19.99
12375.0,654.41,37.21,3.03,6.07,0.5,0.5,24.78
12500.0,654.94,35.85,3.72,7.12,0.5,0.5,26.12
12625.0,663.71,37.82,16.86,8.47,0.5,0.5,82.51
12750.0,663.71,37.82,16.08,7.73,0.5,0.5,84.82
12875.0,664.17,37.72,16.71,6.4,0.5,0.5,89.63
13000.0,665.03,37.81,16.98,-5.61,0.5,0.5,93.22
13125.0,664.8,38.24,16.51,-4.12,0.5,0.5,103.6
13250.0,665.16,38.28,3.06,-1.05,0.5,0.5,107.74
13375.0,665.93,38.33,4.3,-1.11,0.5,0.5,102.79
13500.0,665.9,38.34,3.61,-0.99,0.5,0.5,109.7
13625.0,666.41,38.28,3.07,-0.95,0.5,0.5,108.64
13750.0,667.12,38.88,3.82,-1.23,0.5,0.5,105.43
13875.0,667.58,38.88,3.99,-1.15,0.5,0.5,103.77
14000.0,667.58,38.88,2.75,-1.09,0.5,0.5,108.54
14125.0,668.13,38.83,3.56,-1.13,0.5,0.5,102.42
14250.0,668.45,39.28,3.25,-1.75,0.5,0.5,116.28
14375.0,668.45,39.28,2.13,-0.79,0.5,0.5,106.84
14500.0,669.06,39.36,2.35,-0.92,0.5,0.5,108.23
14625.0,669.78,39.32,3.51,-0.98,0.5,0.5,101.46
14750.0,670.19,39.95,3.29,-1.91,0.5,0.5,118.49
14875.0,670.19,39.95,2.77,-1.19,0.5,0.5,111.01
15000.0,670.74,39.95,3.66,-1.19,0.5,0.5,106.24
15125.0,671.43,39.97,3.79,-1.1,0.5,0.5,104.38
15250.0,672.03,39.97,3.6,-1.05,0.5,0.5,105.9
15375.0,671.94,40.46,3.1,-0.83,0.5,0.5,106.25
15500.0,672.54,40.53,4.06,-0.95,0.5,0.5,103.85
15625.0,673.0,40.44,3.92,-1.09,0.5,0.5,102.23
15750.0,673.54,40.53,3.67,-1.2,0.5,0.5,104.82
15875.0,673.58,41.14,2.78,-2.16,0.5,0.5,127.13
16000.0,674.14,41.12,3.52,-1.41,0.5,0.5,106.65
16125.0,674.55,41.06,3.22,-1.39,0.5,0.5,104.68
16250.0,674.55,41.06,2.48,-1.25,0.5,0.5,111.7
16375.0,675.22,41.2,2.69,-1.33,0.5,0.5,111.58
16500.0,676.13,41.74,4.06,-1.21,0.5,0.5,103.18
16625.0,676.43,41.64,3.67,-1.33,0.5,0.5,102.84
16750.0,676.43,41.64,3.01,-1.23,0.5,0.5,107.24
16875.0,677.21,41.73,4.25,-1.37,0.5,0.5,104.13
17000.0,677.4,42.25,3.48,-1.97,0.5,0.5,115.73
17125.0,677.4,42.25,2.04,-1.11,0.5,0.5,111.81
17250.0,677.89,42.19,2.32,-1.05,0.5,0.5,110.73
17375.0,678.48,42.23,3.27,-1.11,0.5,0.5,106.05
17500.0,679.29,42.78,3.32,-1.85,0.5,0.5,116.83
17625.0,679.29,42.78,3.01,-1.02,0.5,0.5,105.72
17750.0,679.84,42.77,3.9,-1.04,0.5,0.5,102.03
17875.0,680.31,42.76,3.87,-0.96,0.5,0.5,103.28
18000.0,680.31,42.76,2.92,-0.89,0.5,0.5,106.24
18125.0,680.52,43.21,1.96,-0.74,0.5,0.5,109.42
18250.0,681.16,43.26,2.98,-0.81,0.5,0.5,104.52
18375.0,681.16,43.26,2.1,-0.8,0.5,0.5,110.62
18500.0,668.07,39.17,-22.29,7.34,0.5,0.5,-73.62
18625.0,667.36,39.57,-23.43,7.99,0.5,0.5,-76.14
18750.0,666.34,39.58,-24.71,7.29,0.5,0.5,-75.63
18875.0,665.78,39.63,-24.59,7.29,0.5,0.5,-76.71
19000.0,664.61,39.6,-26.47,7.34,0.5,0.5,-77.52
19125.0,663.91,39.67,-6.66,-0.9,0.5,0.5,-96.85
19250.0,663.32,40.33,-6.46,-1.31,0.5,0.5,-100.65
19375.0,662.36,40.31,-6.37,-1.33,0.5,0.5,-100.32
19500.0,662.05,40.22,-5.97,-1.39,0.5,0.5,-98.92
19625.0,660.99,40.25,-5.79,-1.38,0.5,0.5,-100.12
19750.0,659.82,40.69,-6.53,-1.98,0.5,0.5,-104.02
19875.0,659.06,40.7,-6.81,-0.93,0.5,0.5,-94.9
20000.0,658.58,40.66,-6.05,-0.95,0.5,0.5,-95.36
20125.0,657.58,40.65,-7.13,-0.83,0.5,0.5,-95.53
20250.0,656.96,40.69,-6.43,-0.84,0.5,0.5,-96.27
20375.0,656.32,41.39,-5.6,-1.26,0.5,0.5,-101.32
20500.0,655.25,41.36,-6.08,-1.28,0.5,0.5,-99.94
20625.0,654.19,41.37,-7.02,-1.24,0.5,0.5,-99.12
20750.0,653.85,41.36,-5.97,-1.24,0.5,0.5,-100.68
20875.0,652.64,41.75,-6.91,-1.81,0.5,0.5,-103.8
21000.0,652.07,41.71,-6.79,-0.77,0.5,0.5,-94.33
21125.0,651.48,41.79,-6.03,-0.85,0.5,0.5,-96.47
21250.0,650.42,41.77,-6.03,-0.88,0.5,0.5,-96.08
21375.0,649.97,41.75,-6.21,-0.89,0.5,0.5,-95.75
21500.0,649.07,42.49,-5.72,-1.46,0.5,0.5,-101.73
21625.0,648.0,42.48,-6.51,-1.41,0.5,0.5,-100.72
21750.0,646.97,42.5,-7.2,-1.31,0.5,0.5,-98.9
21875.0,646.62,42.39,-6.07,-1.45,0.5,0.5,-99.21
22000.0,645.55,42.82,-7.06,-2.11,0.5,0.5,-103.69
22125.0,645.0,42.81,-6.5,-0.94,0.5,0.5,-94.37
22250.0,644.5,42.8,-5.6,-0.93,0.5,0.5,-95.17
22375.0,643.41,42.78,-5.7,-0.94,0.5,0.5,-94.48
22500.0,642.77,43.49,-6.15,-1.91,0.5,0.5,-105.98
22625.0,641.58,43.46,-6.36,-1.26,0.5,0.5,-99.1
22750.0,640.99,43.54,-6.42,-1.35,0.5,0.5,-100.3
22875.0,639.89,43.56,-7.36,-1.38,0.5,0.5,-99.4
23000.0,639.45,43.45,-6.32,-1.53,0.5,0.5,-99.63
23125.0,638.57,44.05,-6.72,-1.35,0.5,0.5,-97.59
23250.0,638.01,44.04,-5.7,-1.32,0.5,0.5,-99.15
23375.0,637.22,44.23,-6.03,-1.51,0.5,0.5,-100.38
23500.0,636.18,44.11,-5.93,-1.66,0.5,0.5,-98.37
23625.0,634.93,44.6,-7.23,-2.26,0.5,0.5,-104.26
23750.0,634.53,44.52,-6.45,-1.41,0.5,0.5,-96.69
23875.0,633.89,44.61,-6.58,-1.54,0.5,0.5,-98.0
24000.0,632.87,44.6,-6.94,-1.25,0.5,0.5,-94.98
24125.0,632.37,44.52,-6.1,-1.19,0.5,0.5,-96.23
24250.0,631.23,45.24,-5.91,-1.55,0.5,0.5,-99.87
24375.0,630.85,45.23,-5.88,-1.44,0.5,0.5,-100.94
24500.0,630.14,45.21,-6.0,-1.33,0.5,0.5,-99.05
24625.0,629.14,45.19,-5.97,-1.35,0.5,0.5,-98.9
24750.0,627.92,45.69,-7.12,-2.03,0.5,0.5,-104.67
24875.0,627.4,45.55,-6.13,-1.1,0.5,0.5,-94.66
25000.0,626.91,45.67,-6.31,-1.27,0.5,0.5,-96.28
25125.0,625.89,45.63,-6.8,-1.3,0.5,0.5,-95.57
25250.0,625.29,46.32,-6.16,-2.37,0.5,0.5,-106.31
25375.0,624.18,46.24,-5.98,-1.68,0.5,0.5,-98.37
25500.0,623.64,46.32,-6.01,-1.6,0.5,0.5,-101.55
25625.0,622.36,46.31,-7.27,-1.44,0.5,0.5,-97.99
25750.0,622.09,46.23,-6.07,-1.5,0.5,0.5,-99.03
25875.0,620.89,46.74,-7.03,-1.2,0.5,0.5,-95.45
26000.0,620.32,46.66,-6.17,-1.21,0.5,0.5,-96.15
26125.0,619.86,46.73,-6.04,-1.19,0.5,0.5,-96.16
26250.0,618.82,46.69,-5.66,-1.24,0.5,0.5,-96.11
26375.0,618.24,47.36,-6.16,-2.19,0.5,0.5,-106.31
26500.0,617.17,47.28,-5.94,-1.51,0.5,0.5,-98.31
26625.0,616.53,47.35,-6.05,-1.49,0.5,0.5,-100.31
26750.0,615.32,47.39,-7.25,-1.44,0.5,0.5,-98.23
26875.0,614.88,47.33,-6.3,-1.46,0.5,0.5,-99.31
27000.0,613.98,47.77,-6.8,-1.08,0.5,0.5,-95.54
27125.0,613.04,47.75,-6.6,-1.0,0.5,0.5,-96.45
27250.0,612.89,47.74,-5.83,-0.91,0.5,0.5,-96.1
27375.0,611.62,47.77,-5.91,-0.9,0.5,0.5,-95.92
27500.0,610.99,48.51,-6.23,-1.99,0.5,0.5,-106.83
27625.0,609.83,48.48,-6.64,-1.34,0.5,0.5,-99.72
27750.0,609.34,48.43,-5.92,-1.39,0.5,0.5,-100.38
27875.0,608.07,48.49,-7.71,-1.48,0.5,0.5,-98.93
28000.0,607.92,48.91,-5.92,-2.09,0.5,0.5,-107.07
28125.0,606.75,48.83,-6.78,-1.03,0.5,0.5,-94.32
28250.0,606.06,48.86,-6.02,-1.03,0.5,0.5,-95.71
28375.0,605.6,48.93,-5.98,-1.05,0.5,0.5,-97.73
28500.0,604.51,48.92,-5.68,-0.97,0.5,0.5,-96.81
28625.0,603.89,49.56,-6.44,-1.33,0.5,0.5,-99.19
28750.0,602.81,49.5,-6.29,-1.3,0.5,0.5,-99.65
28875.0,602.34,49.51,-5.95,-1.28,0.5,0.5,-99.96
29000.0,601.02,49.58,-7.32,-1.26,0.5,0.5,-97.98
29125.0,600.69,50.15,-6.11,-2.15,0.5,0.5,-107.81
29250.0,599.63,50.14,-6.82,-1.12,0.5,0.5,-97.78
29375.0,599.14,50.17,-5.87,-1.06,0.5,0.5,-100.23
29500.0,598.62,50.12,-5.95,-1.11,0.5,0.5,-99.31
29625.0,597.33,50.17,-5.91,-1.08,0.5,0.5,-99.15
29750.0,596.35,50.55,-6.95,-0.78,0.5,0.5,-95.36
29875.0,595.77,50.49,-6.17,-0.89,0.5,0.5,-95.09
30000.0,595.1,50.61,-6.45,-1.05,0.5,0.5,-96.27
30125.0,593.6,51.22,-8.02,-1.97,0.5,0.5,-102.36


0.0,560.0,315.0,0.0,0.0,0.0,0.0,0.0
250.0,633.04,78.31,0.0,0.0,0.0,0.0,0.0
375.0,632.37,78.87,0.0,0.0,0.0,0.0,0.0
500.0,632.34,80.0,0.0,0.0,0.0,0.0,0.0
625.0,631.84,80.76,0.0,0.0,0.0,0.0,0.0
750.0,631.15,81.87,99.92,320.33,0.5,0.5,16.97
875.0,631.16,82.91,-3.04,-7.36,0.5,0.5,-157.72
1000.0,630.81,83.17,-2.53,-6.86,0.5,0.5,-159.94
1125.0,630.82,84.28,-2.51,-6.84,0.5,0.5,-160.44
1250.0,630.15,85.04,-2.78,-6.84,0.5,0.5,-158.43
1375.0,629.71,85.21,-2.38,-5.34,0.5,0.5,-156.63
1500.0,629.63,86.62,-2.5,-5.93,0.5,0.5,-157.57
1625.0,628.96,88.0,-3.01,-7.72,0.5,0.5,-159.02
1750.0,628.54,88.14,-3.64,-6.17,0.5,0.5,-149.43
1875.0,628.62,88.81,-2.69,-6.03,0.5,0.5,-157.85
2000.0,627.96,89.94,-3.03,-7.56,0.5,0.5,-159.73
2125.0,627.53,90.91,-3.59,-6.86,0.5,0.5,-153.98
2250.0,627.52,91.23,-2.53,-5.18,0.5,0.5,-156.11
2375.0,626.97,92.72,-2.75,-7.32,0.5,0.5,-161.05
2500.0,626.34,93.0,-3.64,-6.71,0.5,0.5,-151.5
2625.0,626.33,94.14,-2.6,-6.71,0.5,0.5,-158.79
2750.0,625.85,95.23,-2.69,-6.91,0.5,0.5,-158.72
2875.0,625.2,95.94,-3.71,-7.53,0.5,0.5,-153.76
3000.0,625.19,96.34,-2.84,-5.79,0.5,0.5,-153.83
3125.0,624.76,97.54,-2.52,-7.26,0.5,0.5,-160.82
3250.0,624.77,98.02,-2.52,-6.22,0.5,0.5,-158.12
3375.0,624.17,99.16,-2.71,-6.28,0.5,0.5,-156.88
3500.0,623.61,99.89,-2.57,-6.31,0.5,0.5,-158.02
3625.0,623.61,99.89,-2.56,-5.68,0.5,0.5,-155.95
3750.0,623.61,99.89,-1.88,-3.75,0.5,0.5,-153.79
3875.0,623.61,99.89,-1.86,-2.98,0.5,0.5,-148.03
4000.0,623.61,99.89,-0.9,-1.17,0.5,0.5,-142.28
4125.0,623.61,99.89,0.0,0.0,0.5,0.5,90.0
4250.0,623.61,99.89,0.0,0.0,0.5,0.5,90.0
4375.0,632.31,115.06,13.92,-24.26,0.5,0.5,150.14
4500.0,636.74,117.8,21.01,-28.65,0.5,0.5,143.74
4625.0,640.37,120.71,26.81,-33.3,0.5,0.5,141.16
4750.0,643.44,122.84,31.73,-36.71,0.5,0.5,139.16
4875.0,647.23,125.07,37.8,-40.27,0.5,0.5,136.81
5000.0,650.35,127.1,28.85,-19.26,0.5,0.5,123.73
5125.0,653.74,129.8,27.2,-19.19,0.5,0.5,125.21
5250.0,657.11,132.14,26.79,-18.29,0.5,0.5,124.32
5375.0,660.24,134.21,26.87,-18.18,0.5,0.5,124.07
5500.0,665.85,128.49,29.78,-23.75,0.5,0.5,100.43
5625.0,667.68,132.92,27.72,-27.58,0.5,0.5,108.56
5750.0,668.65,137.19,23.84,-30.09,0.5,0.5,116.36
5875.0,684.44,135.29,43.73,-29.37,0.5,0.5,96.57
6000.0,681.97,140.9,42.68,-35.05,0.5,0.5,107.13
6125.0,670.28,143.17,52.39,-29.53,0.5,0.5,163.18
6250.0,669.76,145.71,50.33,-26.51,0.5,0.5,170.76
6375.0,669.75,147.79,48.77,-23.02,0.5,0.5,174.04
6500.0,669.21,149.95,-24.37,-23.45,0.5,0.5,-133.89
6625.0,668.68,152.34,-21.27,-18.29,0.5,0.5,-130.69
6750.0,668.18,153.73,-3.36,-16.89,0.5,0.5,-168.72
6875.0,668.14,155.94,-2.57,-16.37,0.5,0.5,-171.04
7000.0,667.65,157.56,-3.35,-15.63,0.5,0.5,-167.87
7125.0,667.06,159.67,-3.43,-15.55,0.5,0.5,-167.56
7250.0,667.13,161.33,-2.68,-14.38,0.5,0.5,-170.23
7375.0,666.53,163.63,-2.85,-15.84,0.5,0.5,-170.52
7500.0,666.04,165.15,-3.58,-14.74,0.5,0.5,-167.13
7625.0,666.01,167.47,-2.84,-15.86,0.5,0.5,-170.58
7750.0,665.39,170.12,-2.88,-16.71,0.5,0.5,-170.9
7875.0,664.89,171.83,-3.58,-16.79,0.5,0.5,-167.96
8000.0,664.31,173.79,-3.54,-16.26,0.5,0.5,-167.69
8125.0,664.34,175.53,-2.81,-16.6,0.5,0.5,-170.68
